name	ra	dec
ECO00584	144.104	43.8477
ECO00585	174.689	20.1399
ECO00586	236.441	36.028
ECO00587	229.327	29.3995
ECO00588	192.541	40.9437
ECO00589	152.887	32.1818
ECO00590	152.736	32.219
ECO00591	208.967	37.265
ECO00592	158.24	5.1612
ECO00593	181.031	36.786
ECO00594	155.94	33.4972
ECO00595	178.528	37.3614
ECO00596	149.882	31.6868
ECO00597	145.229	32.3563
ECO00598	150.147	33.9375
ECO00599	182.575	39.511
ECO00600	182.881	39.433
ECO00601	138.545	29.9422
ECO00602	188.983	39.4929
ECO00603	155.334	12.1751
ECO00604	138.277	29.866
ECO00605	138.313	30.381
ECO00606	136.186	29.7537
ECO00607	145.626	33.8494
ECO00608	136.052	29.3296
ECO00609	144.234	32.8733
ECO00610	185.61	40.7617
ECO00611	134.344	28.7512
ECO00612	201.114	36.5216
ECO00613	200.872	36.6014
ECO00614	167.619	5.6333
ECO00615	202.422	37.2668
ECO00616	171.335	36.2047
ECO00617	181.29	37.2703
ECO00618	181.397	36.8556
ECO00619	146.893	30.4127
ECO00620	183.484	38.6923
ECO00621	202.056	36.1267
ECO00622	153.608	32.2434
ECO00623	169.079	4.139
ECO00624	146.759	30.9888
ECO00625	144.25	31.0016
ECO00626	156.911	34.5311
ECO00627	154.776	34.6551
ECO00628	151.039	30.9618
ECO00629	156.62	31.4173
ECO00630	149.77	30.4736
ECO00631	157.872	32.6204
ECO00632	180.845	4.2298
ECO00633	224.514	28.0368
ECO00634	201.683	33.452
ECO00635	150.609	31.028
ECO00636	179.734	31.4197
ECO00637	203.78	31.5217
ECO00638	221.191	28.1713
ECO00639	231.501	20.7469
ECO00640	195.045	29.4665
ECO00641	194.324	28.4388
ECO00642	201.604	29.1755
ECO00643	225.051	23.529
ECO00644	223.734	22.122
ECO00645	225.95	22.5027
ECO00646	134.153	16.9579
ECO00647	134.311	16.9524
ECO00648	199.391	4.8567
ECO00649	194.635	28.378
ECO00650	161.042	22.2092
ECO00651	161.857	20.32
ECO00652	161.244	21.7356
ECO00653	160.766	19.1605
ECO00654	182.512	38.7613
ECO00655	190.82	38.7692
ECO00656	185.73	39.2667
ECO00657	144.505	31.6363
ECO00658	144.046	7.9918
ECO00659	138.716	29.6664
ECO00660	188.107	39.5904
ECO00661	181.443	40.0361
ECO00662	204.084	38.1149
ECO00663	161.045	37.1933
ECO00664	191.994	40.7839
ECO00665	230.27	42.9816
ECO00666	229.661	42.3901
ECO00667	214.71	21.4876
ECO00668	225.121	16.5936
ECO00669	166.46	21.3298
ECO00670	187.265	23.268
ECO00671	209.356	21.3894
ECO00672	191.504	21.1474
ECO00673	219.628	18.0302
ECO00674	181.002	22.1248
ECO00675	180.379	22.0772
ECO00676	151.289	9.2808
ECO00677	180.461	23.2916
ECO00678	180.995	23.4606
ECO00679	211.147	17.1184
ECO00680	164.787	18.4643
ECO00681	204.129	18.202
ECO00682	217.413	16.2805
ECO00683	214.498	16.7358
ECO00684	199.045	18.763
ECO00685	186.401	20.4544
ECO00686	199.072	18.6664
ECO00687	185.27	20.1664
ECO00688	212.649	16.2753
ECO00689	187.677	16.4206
ECO00690	195.374	16.5725
ECO00691	182.203	17.1706
ECO00692	202.873	17.7453
ECO00693	203.806	16.5281
ECO00694	154.633	9.687
ECO00695	156.766	17.123
ECO00696	193.382	18.04
ECO00697	204.345	17.3971
ECO00698	185.158	20.6726
ECO00699	185.163	20.6607
ECO00700	167.366	18.9474
ECO00701	180.392	21.0083
ECO00702	197.577	20.6883
ECO00703	172.139	23.5336
ECO00704	175.739	8.8398
ECO00705	147.387	17.2567
ECO00706	183.514	21.9964
ECO00707	198.233	21.7896
ECO00708	169.174	22.0249
ECO00709	202.125	21.8303
ECO00710	169.232	22.5487
ECO00711	213.116	20.7427
ECO00712	199.946	22.9811
ECO00713	181.324	10.5557
ECO00714	178.807	21.2204
ECO00715	171.951	21.6292
ECO00716	201.615	21.3617
ECO00717	167.131	22.0539
ECO00718	170.185	22.2583
ECO00719	179.137	22.4616
ECO00720	213.594	20.5341
ECO00721	183.608	23.7634
ECO00722	168.371	23.3133
ECO00723	146.951	10.8701
ECO00724	200.464	18.8795
ECO00725	209.479	18.5467
ECO00726	200.818	19.6421
ECO00727	166.96	18.9907
ECO00728	171.579	18.8359
ECO00729	170.553	18.3461
ECO00730	176.329	19.3942
ECO00731	173.147	20.0688
ECO00732	175.023	20.2729
ECO00733	175.836	20.1913
ECO00734	176.388	20.3321
ECO00735	176.724	20.3316
ECO00736	177.577	20.7457
ECO00737	176.613	20.8305
ECO00738	176.676	20.6487
ECO00739	202.328	11.8739
ECO00740	203.282	18.3659
ECO00741	173.796	20.5138
ECO00742	212.53	17.6581
ECO00743	180.807	19.9654
