#ID SDSSID RA DEG z Plate MJD Fiber nspec
13957 J210648.30-010401.0 316.70127     -1.06695      0.15123     985 52431 128 1
13958 J210714.73-073225.7 316.81139     -7.5404808    0.212411    638 52081 259 1
13959 J210721.91+110359.1 316.8413      11.066418     0.042299    727 52207 633 1
13960 J210741.96+085347.6 316.92485      8.8965447    0.216093    727 52207  78 1
13961 J210810.59-060449.3 317.04413     -6.0803635    0.313923    638 52081 374 1
13962 J210924.66-072415.8 317.35274     -7.404398     0.135224    638 52081 183 1
13963 J211054.06-063210.9 317.72527     -6.5363685    0.199286    638 52081 496 1
13964 J211100.49+002203.9 317.75205      0.36774152   0.11615     985 52431 626 1
13965 J211119.53+102344.2 317.83137     10.395606     0.106606    728 52520 191 1
13966 J211145.90+093813.6 317.94126      9.6371173    0.139114    728 52520 179 1
13967 J211204.86-063535.3 318.02023     -6.5931346    0.20424     638 52081 514 1
13968 J211234.88-005926.9 318.14534     -0.99079698   0.235145    986 52443 274 1
13969 J211240.32+110601.1 318.16799     11.100315     0.18321     728 52520 482 1
13970 J211307.21+005108.5 318.28005      0.85235754   0.0703711   986 52443 436 1
13971 J211307.77-055541.7 318.28237     -5.9282419    0.130339    638 52081 580 1
13972 J211353.33-061241.2 318.47219     -6.2114491    0.241157    638 52081 587 1
13973 J211436.68-004938.5 318.65283     -0.82736245   0.145386    986 52443 184 1
13974 J211438.54+111321.2 318.66059     11.222546     0.0842719   728 52520 563 1
13975 J211438.72-055231.1 318.66132     -5.8753091    0.22197     639 52146 325 1
13976 J211504.26-072108.1 318.76773     -7.3522574    0.193478    638 52081  29 1
13977 J211527.64-060528.1 318.86517     -6.0911252    0.152278    639 52146 321 1
13978 J211626.91-075244.9 319.11213     -7.8791506    0.245039    639 52146 258 1
13979 J211646.34+110237.6 319.19308     11.043777     0.0805747   729 52468 466 1
13980 J211649.80+001100.1 319.2075       0.18337269   0.344415    987 52523 300 1
13981 J211710.36-063759.4 319.29317     -6.6331592    0.21918     639 52146 426 1
13982 J211722.80-062610.4 319.34499     -6.4362184    0.151778    639 52146 414 1
13983 J211827.23+094224.5 319.61346      9.706794     0.180519    729 52468  87 1
13984 J211832.76+004500.9 319.6365       0.75024017   0.233208    986 52443 632 1
13985 J211837.28-010537.9 319.65534     -1.0938692    0.0611002   987 52523 306 1
13986 J211838.67+004035.6 319.66114      0.67654966   0.281434    986 52443 575 1
13987 J211843.24-063618.0 319.68018     -6.6050102    0.328304    639 52146 467 1
13988 J211852.97-073227.6 319.7207      -7.5409869    0.259827    639 52146 179 1
13989 J211954.48-081459.3 319.97698     -8.2497967    0.196411    639 52146  89 1
13990 J212002.41-062108.1 320.01006     -6.3522386    0.347907    639 52146 571 1
13991 J212036.95-001240.1 320.15397     -0.21114128   0.266888    987 52523 175 1
13992 J212049.09-065758.0 320.20453     -6.9661195    0.265512    640 52178 357 1
13993 J212123.38+003736.7 320.34743      0.62685472   0.138844    987 52523 442 1
13994 J212123.90-081310.9 320.3496      -8.2196916    0.260562    639 52146   8 1
13995 J212139.65-074910.8 320.41521     -7.8196633    0.16596     639 52146 110 1
13996 J212203.82+001119.2 320.51593      0.18867785   0.228918    987 52523 131 1
13997 J212210.99+104200.2 320.5458      10.700043     0.299068    730 52466 301 1
13998 J212223.30+095042.5 320.59709      9.8451397    0.170295    730 52466 281 1
13999 J212255.66-060214.7 320.73193     -6.0374265    0.218937    640 52178 376 1
14000 J212327.27+001440.0 320.86362      0.24444578   0.18214     987 52523  97 1
14001 J212329.42-081255.0 320.87257     -8.2152861    0.116854    640 52178 252 1
14002 J212330.39-080649.1 320.87662     -8.1136469    0.221866    640 52178 258 1
14003 J212347.83-082843.0 320.94931     -8.4786098    0.218016    640 52178 209 1
14004 J212348.62+105348.3 320.95258     10.896742     0.0866771   729 52468 638 1
14005 J212358.22+005618.9 320.9926       0.93857609   0.139839    987 52523 550 1
14006 J212401.90-002158.8 321.00792     -0.36632022   0.0619514   987 52523  49 1
14007 J212425.71+094138.6 321.10711      9.6940542    0.154844    730 52466 298 1
14008 J212441.62-081740.9 321.17342     -8.2947025    0.114752    640 52178 122 1
14009 J212442.03-072859.8 321.17512     -7.4832902    0.115985    640 52178 236 1
14010 J212505.20-065118.1 321.27168     -6.855029     0.116502    640 52178 479 1
14011 J212512.48-071329.9 321.30199     -7.2249717    0.0638769   640 52178 463 1
14012 J212628.83-082719.0 321.62012     -8.4552828    0.236128    640 52178  43 1
14013 J212629.75+103437.2 321.62396     10.577001     0.0978672   730 52466 225 1
14014 J212631.86+121637.9 321.63275     12.277206     0.231128    730 52466 442 1
14015 J212703.07-000346.9 321.76278     -0.063017038  0.133868    987 52523  12 1
14016 J212705.42+105045.1 321.77257     10.845869     0.263927    730 52466 196 1
14017 J212727.20-010242.8 321.86335     -1.0452226    0.178555    988 52520 274 1
14018 J212843.43+002435.6 322.18095      0.40989744   0.346603    988 52520 449 1
14019 J212851.20-010412.5 322.21332     -1.070127     0.0520882   988 52520 226 1
14020 J212858.85-070019.9 322.24521     -7.0055145    0.258306    640 52178 597 1
14021 J212927.14-005647.0 322.36309     -0.9463899    0.2323      988 52520 188 1
14022 J212928.99+095631.9 322.37079      9.9421974    0.0715596   730 52466  42 1
14023 J212938.56+103856.4 322.41065     10.649011     0.0628512   730 52466 109 1
14024 J212954.56+101603.9 322.47733     10.267746     0.0522276   730 52466   8 1
14025 J213015.52+112009.6 322.56468     11.336005     0.122547    730 52466 593 1
14026 J213026.75-070320.6 322.61145     -7.0557273    0.184145    641 52199 349 1
14027 J213040.16-082159.9 322.66732     -8.3666517    0.266317    641 52199 264 1
14028 J213059.77+004438.1 322.74905      0.74390806   0.130105    988 52520 528 1
14029 J213110.54-003537.1 322.79393     -0.59362721   0.144585    989 52468 291 1
14030 J213126.37+002216.6 322.85986      0.3712911    0.233512    988 52520 534 1
14031 J213203.35-065204.3 323.01397     -6.8678479    0.130703    641 52199 414 1
14032 J213211.43-083238.2 323.04761     -8.5439468    0.0872069   641 52199 256 1
14033 J213226.72-065924.8 323.11135     -6.9902226    0.205646    641 52199 427 1
14034 J213245.25+000146.4 323.18854      0.02956071   0.234144    989 52468 237 1
14035 J213245.28+121256.9 323.18867     12.215802     0.125549    731 52460 406 1
14036 J213305.89-063931.1 323.27456     -6.6586364    0.28654     641 52199 449 1
14037 J213338.43+101923.6 323.41011     10.323212     0.125788    731 52460 204 1
14038 J213344.25-081615.7 323.43439     -8.2710232    0.0525066   641 52199 150 1
14039 J213357.89-071217.3 323.49121     -7.2048167    0.239776    641 52199 498 1
14040 J213418.32-064335.3 323.57634     -6.7264613    0.0516823   641 52199 531 1
14041 J213430.91+120224.3 323.62879     12.040079     0.193338    731 52460 460 1
14042 J213444.09-064958.8 323.68371     -6.8329916    0.160078    641 52199 537 1
14043 J213455.41-010132.6 323.73087     -1.025734     0.239541    989 52468 215 1
14044 J213509.96-075203.4 323.7915      -7.8676182    0.17379     641 52199 101 1
14045 J213523.98+101133.4 323.84991     10.192624     0.313188    731 52460  92 1
14046 J213530.79-063907.9 323.87828     -6.6521982    0.31722     641 52199 576 1
14047 J213535.49+000700.2 323.89787      0.11670883   0.117614    989 52468 164 1
14048 J213542.14+003307.0 323.92557      0.5519545    0.119673    989 52468 470 1
14049 J213558.13-065912.5 323.99219     -6.9868059    0.242256    641 52199 546 1
14050 J213601.36-002803.8 324.00568     -0.46772023   0.186758    989 52468 176 1
14051 J213607.05+105746.1 324.02938     10.962807     0.34394     731 52460 155 1
14052 J213728.62-083823.3 324.36927     -8.6398158    0.16128    1177 52824 284 1
14053 J213741.45+005317.0 324.42269      0.88805562   0.0410389   989 52468 572 1
14054 J213811.93+011043.3 324.54971      1.1786841    0.138866    989 52468 562 1
14055 J213814.58-004701.6 324.56073     -0.78378731   0.135996    990 52465 282 1
14056 J213818.97+011222.4 324.57905      1.2062312    0.344056    989 52468 608 1
14057 J213857.39+010707.0 324.73911      1.1186132    0.27618     989 52468 606 1
14058 J213859.84-082120.0 324.74932     -8.3555468    0.284927   1177 52824 269 1
14059 J213906.37+121927.1 324.77655     12.324206     0.217058    732 52221 367 1
14060 J213924.13-074439.4 324.85056     -7.7442796    0.33927    1177 52824 434 1
14061 J213925.00-005847.5 324.85415     -0.97985535   0.156899    989 52468   5 1
14062 J213925.96-011157.2 324.85815     -1.1992239    0.278311   1029 52912   1 1
14063 J213930.51-000613.0 324.87712     -0.10360781   0.13634     990 52465 238 1
14064 J213933.11+123422.2 324.88795     12.572824     0.326245    732 52221 385 1
14065 J213936.23-003659.8 324.90095     -0.61661551   0.197103   1108 53227 264 1
14066 J213946.96+122110.6 324.94566     12.352952     0.255461    732 52221 444 1
14067 J213951.32-080541.4 324.96384     -8.0948296    0.125221   1177 52824 223 1
14068 J214054.56+002538.2 325.22733      0.42728333   0.0838873   990 52465 427 1
14069 J214102.33+115339.0 325.25972     11.89418      0.267681    732 52221 478 1
14070 J214106.61+124257.9 325.27754     12.716082     0.274486    732 52221 507 1
14071 J214108.06-002542.2 325.28357     -0.42838243   0.10768     990 52465 184 1
14072 J214110.47-075951.6 325.29364     -7.997657     0.161204   1178 52825 306 1
14073 J214139.33+003857.6 325.41389      0.64932951   0.112128    990 52465 469 1
14074 J214154.85+104507.9 325.47856     10.752205     0.250456    732 52221 120 1
14075 J214218.73+121057.7 325.57803     12.182695     0.244348    732 52221 489 1
14076 J214244.12+003652.9 325.68383      0.61468682   0.187975    990 52465 486 1
14077 J214245.25-000517.4 325.68853     -0.088164091  0.118072    990 52465 162 1
14078 J214247.88+000157.0 325.69952      0.032487284  0.168514    990 52465 169 1
14079 J214248.16+113116.9 325.70066     11.521372     0.294607    732 52221 131 1
14080 J214249.64-085434.4 325.70683     -8.9095611    0.135323   1178 52825 260 1
14081 J214359.64+103705.4 325.9985      10.618155     0.206887    732 52221  23 1
14082 J214434.45+011357.7 326.14355      1.2326934    0.327963   1108 53227 526 1
14083 J214451.71+002826.9 326.21547      0.4741489    0.063442    990 52465 560 1
14084 J214509.61+002453.0 326.29003      0.41473535   0.22601     990 52465 556 1
14085 J214518.38+003422.8 326.32657      0.57300829   0.206443    990 52465 545 1
14086 J214530.09+105130.2 326.37539     10.858397     0.106625    732 52221  22 1
14087 J214555.04+121034.2 326.47932     12.176157     0.111101    732 52221 606 1
14088 J214559.99+111326.0 326.49997     11.223895     0.0882829   733 52207 291 1
14089 J214611.59-070449.3 326.54829     -7.0803544    0.125307   1177 52824 628 1
14090 J214615.53+001354.1 326.56469      0.23168967   0.339897   1108 53227 599 1
14091 J214628.04+002453.9 326.61685      0.41497132   0.226399    990 52465 591 1
14092 J214722.36-085648.7 326.84316     -8.9468559    0.230429   1178 52825  48 1
14093 J214729.29+125641.4 326.87206     12.94482      0.13401     733 52207 321 1
14094 J214733.87+004021.0 326.89112      0.67249195   0.124184    371 52078 360 1
14095 J214817.44+000419.8 327.07266      0.072163     0.28296    1108 53227  39 1
14096 J214848.55-084448.8 327.20229     -8.7468933    0.135058    644 52173 249 1
14097 J214853.98-084047.0 327.22492     -8.6797103    0.188487    644 52173 258 1
14098 J214854.41+011258.0 327.2267       1.216117     0.0727154   371 52078 366 1
14099 J214901.52-073154.9 327.25635     -7.5319152    0.198382   1178 52825 581 1
14100 J214901.93-083026.6 327.25803     -8.5073976    0.172481    644 52173 262 1
14101 J214923.79-084030.6 327.34914     -8.6751744    0.102451    644 52173 255 1
14102 J214925.24+112115.7 327.35515     11.354351     0.28966     733 52207 227 1
14103 J214926.05-004322.2 327.35854     -0.72284698   0.178719    371 52078 269 1
14104 J214935.23+113842.1 327.3968      11.645027     0.239239    733 52207 222 1
14105 J214937.42-000950.7 327.40593     -0.16409173   0.128542    371 52078 223 1
14106 J215010.53-001000.7 327.54386     -0.16686569   0.334832    371 52078 232 1
14107 J215024.70-005242.9 327.60292     -0.87857604   0.110734    371 52078 215 1
14108 J215025.66+110020.2 327.60693     11.005618     0.0600601   733 52207 121 1
14109 J215043.24-005322.7 327.68016     -0.88962796   0.202075    371 52078 136 1
14110 J215049.14-010224.3 327.70476     -1.0400854    0.228223    371 52078 123 1
14111 J215101.17-083716.3 327.75487     -8.6211881    0.121838    644 52173 202 1
14112 J215147.60-080922.5 327.94834     -8.156239     0.120505    644 52173 157 1
14113 J215155.36+005738.3 327.98067      0.96064181   0.224468    371 52078 457 1
14114 J215224.66-011217.1 328.10277     -1.2047586    0.228507    371 52078 129 1
14115 J215232.41+115351.0 328.13505     11.897511     0.163118    733 52207 153 1
14116 J215258.84-081804.2 328.24515     -8.301163     0.243013    644 52173 120 1
14117 J215325.89-072438.2 328.35787     -7.4106215    0.220199    644 52173 592 1
14118 J215330.64+112232.4 328.37767     11.375679     0.147984    733 52207 101 1
14119 J215334.64+111013.1 328.39433     11.170302     0.288637    733 52207  50 1
14120 J215337.56-085006.5 328.40652     -8.8351279    0.215727    644 52173  57 1
14121 J215339.65+115737.6 328.41519     11.960435     0.124212    733 52207 120 1
14122 J215342.53+105402.0 328.42722     10.900561     0.303162    733 52207   4 1
14123 J215347.82-082240.6 328.44926     -8.3779551    0.190098    644 52173  67 2
14124 J215408.71-002744.3 328.5363      -0.4623011    0.217686    372 52173 305 1
14125 J215410.30-073701.4 328.5429      -7.6170519    0.0576197   644 52173 622 1
14126 J215501.74-081047.5 328.75727     -8.1798498    0.267161    716 52203 224 1
14127 J215512.42+005906.5 328.80177      0.98514149   0.0350101   371 52078 612 1
14128 J215515.94-005243.7 328.81641     -0.87879684   0.239677    372 52173 288 1
14129 J215516.14+003250.8 328.81725      0.54745399   0.277837    371 52078 590 1
14130 J215516.21+114454.7 328.81755     11.748535     0.245918    733 52207  21 1
14131 J215530.92-072751.6 328.87885     -7.4643375    0.121742    716 52203 386 1
14132 J215548.04+114522.1 328.95015     11.756137     0.311466    734 52224 305 1
14133 J215604.59+124048.5 329.01914     12.680144     0.0764098   734 52224 398 1
14134 J215610.74-091845.5 329.04476     -9.3126519    0.215636    716 52203 123 1
14135 J215619.43+011235.6 329.08095      1.2098848    0.289558   1106 52912 328 1
14136 J215644.33-083529.3 329.18469     -8.5914734    0.172749    716 52203 143 1
14137 J215652.73-082947.7 329.21972     -8.4965782    0.276651    716 52203 150 1
14138 J215658.31+110343.2 329.24294     11.061995     0.10758     734 52224 288 1
14139 J215719.98+112132.4 329.33326     11.358988     0.156733    734 52224 290 1
14140 J215723.67-010437.4 329.34862     -1.0770578    0.0540163   372 52173 247 1
14141 J215740.40+124052.5 329.41835     12.681263     0.327434    734 52224 433 1
14142 J215804.84+114959.0 329.52018     11.833063     0.148729    734 52224 228 1
14143 J215833.25+011255.5 329.63853      1.2154028    0.217635    372 52173 446 1
14144 J215844.23+002647.2 329.68431      0.44645546   0.322532   1106 52912 466 1
