#name     Ra     Dec
ECO11040 175.746 22.457  
ECO08337 175.747 22.658  
ECO02547 175.755 19.910  
ECO02977 175.759 23.944  
ECO05719 175.759 19.650  
ECO11480 175.760 26.139  
ECO05718 175.762 40.827  
ECO01728 175.764 18.462  
ECO02975 175.769 48.399  
ECO07045 175.776 19.939  
ECO06848 175.777 16.319  
ECO12375 175.783  7.937  
ECO05720 175.786 24.004  
ECO00756 175.794 17.336  
ECO08199 175.796 20.029  
ECO02559 175.802 20.336  
ECO00767 175.804 19.613  
ECO11681 175.805 20.005  
ECO01322 175.805 22.007  
ECO08205 175.805 20.131  
ECO00053 175.806 12.495  
ECO02690 175.814 17.368  
ECO02978 175.818 19.749  
ECO02979 175.823 19.384  
ECO08181 175.823 19.783  
ECO08169 175.826 19.567  
ECO07047 175.832 19.423  
ECO05721 175.833 18.191  
ECO00733 175.836 20.191  
ECO02525 175.843 18.547  
ECO02980 175.845 16.485  
ECO11771 175.845 10.801  
ECO02983 175.852 19.750  
ECO02982 175.852 21.651  
ECO08234 175.854 20.558  
ECO07229 175.855  0.014  
ECO02984 175.856 25.006  
ECO02981 175.860 36.113  
ECO08747 175.868 27.700  
ECO02794 175.869 19.204  
ECO02988 175.870  3.389  
ECO02985 175.870 10.162  
ECO02986 175.872 10.345  
ECO08288 175.878 21.413  
ECO02989 175.880 23.012  
ECO02990 175.881 22.726  
ECO00021 175.882  8.909  
ECO07809 175.883  8.865  
ECO01729 175.892 20.511  
ECO02991 175.895  8.942  
ECO08416 175.895 23.944  
ECO07660 175.903  4.930  
ECO05722 175.904 19.605  
ECO08477 175.906 24.944  
ECO02992 175.907 19.091  
ECO08254 175.909 20.832  
ECO10783 175.914  9.838  
ECO02790 175.916 18.741  
ECO08188 175.922 19.886  
ECO01730 175.923 20.027  
ECO02993 175.924 10.246  
ECO00022 175.930 11.151  
ECO02994 175.933 20.273  
ECO08348 175.938 22.804  
ECO08014 175.942 13.708  
ECO05723 175.945 20.039  
ECO08219 175.949 20.363  
ECO09992 175.949 43.579  
ECO06964 175.954 20.249  
ECO02995 175.955 19.968  
ECO08291 175.958 21.500  
ECO01220 175.959 19.951  
